Video_ID,Thumbnail_URL,Video_Title,User_Comment,Likes,Sentiment_Score,Clickbait_Label
VID373,https://img.youtube.com/vi/VID373/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,The video does not match the thumbnail at all.,99,-0.7,1
VID374,https://img.youtube.com/vi/VID374/maxresdefault.jpg,Breaking News! You Won't Believe This,Good content! Matches the title and thumbnail perfectly.,45,0.85,0
VID375,https://img.youtube.com/vi/VID375/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,"Nothing like the thumbnail, this is total clickbait.",123,-0.85,1
VID376,https://img.youtube.com/vi/VID376/maxresdefault.jpg,How to Get a Million Views on YouTube,"Informative video, no misleading here.",109,0.8,0
VID377,https://img.youtube.com/vi/VID377/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Nothing like the thumbnail, this is total clickbait.",36,-0.6,1
VID378,https://img.youtube.com/vi/VID378/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Clear and honest video, no false thumbnails.",94,0.7,0
VID379,https://img.youtube.com/vi/VID379/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,I was expecting something else based on the thumbnail.,146,-0.75,1
VID380,https://img.youtube.com/vi/VID380/maxresdefault.jpg,Unmasking the Truth About Diets,"Helpful tutorial, just as promised.",58,0.8,0
VID381,https://img.youtube.com/vi/VID381/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Wasted my time, the thumbnail is a lie.",116,-0.8,1
VID382,https://img.youtube.com/vi/VID382/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Great video, just like the thumbnail shows!",42,0.8,0
VID383,https://img.youtube.com/vi/VID383/maxresdefault.jpg,Unbelievable Trick to Make Money!,Thumbnails are just misleading to get views.,119,-0.75,1
VID384,https://img.youtube.com/vi/VID384/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Informative video, no misleading here.",136,0.75,0
VID385,https://img.youtube.com/vi/VID385/maxresdefault.jpg,Discover Hidden Gems in Your City,"Nothing like the thumbnail, this is total clickbait.",64,-0.6,1
VID386,https://img.youtube.com/vi/VID386/maxresdefault.jpg,Breaking News! You Won't Believe This,"No clickbait, just quality information.",109,0.8,0
VID387,https://img.youtube.com/vi/VID387/maxresdefault.jpg,Discover Hidden Gems in Your City,I was expecting something else based on the thumbnail.,141,-0.6,1
VID388,https://img.youtube.com/vi/VID388/maxresdefault.jpg,How to Get a Million Views on YouTube,"Informative video, no misleading here.",67,0.85,0
VID389,https://img.youtube.com/vi/VID389/maxresdefault.jpg,Unmasking the Truth About Diets,"Thumbnail is fake, the video is boring.",88,-0.85,1
VID390,https://img.youtube.com/vi/VID390/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Clear and honest video, no false thumbnails.",103,0.85,0
VID391,https://img.youtube.com/vi/VID391/maxresdefault.jpg,Unmasking the Truth About Diets,"Nothing like the thumbnail, this is total clickbait.",75,-0.85,1
VID392,https://img.youtube.com/vi/VID392/maxresdefault.jpg,Breaking News! You Won't Believe This,"Clear and honest video, no false thumbnails.",131,0.75,0
VID393,https://img.youtube.com/vi/VID393/maxresdefault.jpg,Breaking News! You Won't Believe This,Clickbait! The thumbnail is far from what was in the video.,136,-0.8,1
VID394,https://img.youtube.com/vi/VID394/maxresdefault.jpg,Unmasking the Truth About Diets,"Well done, accurate thumbnail!",143,0.75,0
VID395,https://img.youtube.com/vi/VID395/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,This video is completely misleading!,94,-0.85,1
VID396,https://img.youtube.com/vi/VID396/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Well done, accurate thumbnail!",40,0.8,0
VID397,https://img.youtube.com/vi/VID397/maxresdefault.jpg,How to Get a Million Views on YouTube,I was expecting something else based on the thumbnail.,146,-0.85,1
VID398,https://img.youtube.com/vi/VID398/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,Good content! Matches the title and thumbnail perfectly.,102,0.85,0
VID399,https://img.youtube.com/vi/VID399/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Wasted my time, the thumbnail is a lie.",70,-0.85,1
VID400,https://img.youtube.com/vi/VID400/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Real value in this video, thumbnail is genuine.",60,0.75,0
VID401,https://img.youtube.com/vi/VID401/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,"Total clickbait, dislike and report.",47,-0.8,1
VID402,https://img.youtube.com/vi/VID402/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,"Well done, accurate thumbnail!",111,0.75,0
VID403,https://img.youtube.com/vi/VID403/maxresdefault.jpg,Breaking News! You Won't Believe This,"Thumbnail is fake, the video is boring.",69,-0.8,1
VID404,https://img.youtube.com/vi/VID404/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,"No clickbait, just quality information.",52,0.85,0
VID405,https://img.youtube.com/vi/VID405/maxresdefault.jpg,Discover Hidden Gems in Your City,"Wasted my time, the thumbnail is a lie.",37,-0.85,1
VID406,https://img.youtube.com/vi/VID406/maxresdefault.jpg,Breaking News! You Won't Believe This,"Great content, good representation in the thumbnail.",66,0.6,0
VID407,https://img.youtube.com/vi/VID407/maxresdefault.jpg,How to Get a Million Views on YouTube,"Wasted my time, the thumbnail is a lie.",100,-0.6,1
VID408,https://img.youtube.com/vi/VID408/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Well done, accurate thumbnail!",90,0.7,0
VID409,https://img.youtube.com/vi/VID409/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,Thumbnails are just misleading to get views.,99,-0.8,1
VID410,https://img.youtube.com/vi/VID410/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,Good content! Matches the title and thumbnail perfectly.,132,0.8,0
VID411,https://img.youtube.com/vi/VID411/maxresdefault.jpg,Unmasking the Truth About Diets,"Total clickbait, dislike and report.",144,-0.85,1
VID412,https://img.youtube.com/vi/VID412/maxresdefault.jpg,Discover Hidden Gems in Your City,Good content! Matches the title and thumbnail perfectly.,135,0.75,0
VID413,https://img.youtube.com/vi/VID413/maxresdefault.jpg,How to Get a Million Views on YouTube,"Wasted my time, the thumbnail is a lie.",106,-0.7,1
VID414,https://img.youtube.com/vi/VID414/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Great content, good representation in the thumbnail.",62,0.7,0
VID415,https://img.youtube.com/vi/VID415/maxresdefault.jpg,The Best Life Hacks for 2025!,The video does not match the thumbnail at all.,132,-0.7,1
VID416,https://img.youtube.com/vi/VID416/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,"Clear and honest video, no false thumbnails.",55,0.7,0
VID417,https://img.youtube.com/vi/VID417/maxresdefault.jpg,Unmasking the Truth About Diets,False advertising with that thumbnail. Fake content.,67,-0.75,1
VID418,https://img.youtube.com/vi/VID418/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Real value in this video, thumbnail is genuine.",107,0.75,0
VID419,https://img.youtube.com/vi/VID419/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,I was expecting something else based on the thumbnail.,73,-0.8,1
VID420,https://img.youtube.com/vi/VID420/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Helpful tutorial, just as promised.",81,0.8,0
VID421,https://img.youtube.com/vi/VID421/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Wasted my time, the thumbnail is a lie.",128,-0.75,1
VID422,https://img.youtube.com/vi/VID422/maxresdefault.jpg,Unmasking the Truth About Diets,"Exactly what I was looking for, the thumbnail is accurate.",121,0.6,0
VID423,https://img.youtube.com/vi/VID423/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,False advertising with that thumbnail. Fake content.,70,-0.6,1
VID424,https://img.youtube.com/vi/VID424/maxresdefault.jpg,Discover Hidden Gems in Your City,"Exactly what I was looking for, the thumbnail is accurate.",85,0.7,0
VID425,https://img.youtube.com/vi/VID425/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,False advertising with that thumbnail. Fake content.,86,-0.7,1
VID426,https://img.youtube.com/vi/VID426/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,"No clickbait, just quality information.",72,0.75,0
VID427,https://img.youtube.com/vi/VID427/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Thumbnail is fake, the video is boring.",105,-0.85,1
VID428,https://img.youtube.com/vi/VID428/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Great video, just like the thumbnail shows!",149,0.8,0
VID429,https://img.youtube.com/vi/VID429/maxresdefault.jpg,Unmasking the Truth About Diets,I was expecting something else based on the thumbnail.,73,-0.75,1
VID430,https://img.youtube.com/vi/VID430/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Helpful tutorial, just as promised.",75,0.75,0
VID431,https://img.youtube.com/vi/VID431/maxresdefault.jpg,The Best Life Hacks for 2025!,Thumbnails are just misleading to get views.,112,-0.6,1
VID432,https://img.youtube.com/vi/VID432/maxresdefault.jpg,Discover Hidden Gems in Your City,"Helpful tutorial, just as promised.",103,0.85,0
VID433,https://img.youtube.com/vi/VID433/maxresdefault.jpg,Unmasking the Truth About Diets,Thumbnails are just misleading to get views.,81,-0.7,1
VID434,https://img.youtube.com/vi/VID434/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,Good content! Matches the title and thumbnail perfectly.,33,0.75,0
VID435,https://img.youtube.com/vi/VID435/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,The video does not match the thumbnail at all.,129,-0.6,1
VID436,https://img.youtube.com/vi/VID436/maxresdefault.jpg,How to Get a Million Views on YouTube,Good content! Matches the title and thumbnail perfectly.,57,0.8,0
VID437,https://img.youtube.com/vi/VID437/maxresdefault.jpg,The Best Life Hacks for 2025!,Clickbait! The thumbnail is far from what was in the video.,52,-0.75,1
VID438,https://img.youtube.com/vi/VID438/maxresdefault.jpg,Unmasking the Truth About Diets,"Great video, just like the thumbnail shows!",55,0.7,0
VID439,https://img.youtube.com/vi/VID439/maxresdefault.jpg,Discover Hidden Gems in Your City,Thumbnails are just misleading to get views.,96,-0.75,1
VID440,https://img.youtube.com/vi/VID440/maxresdefault.jpg,How to Get a Million Views on YouTube,"Well done, accurate thumbnail!",114,0.6,0
VID441,https://img.youtube.com/vi/VID441/maxresdefault.jpg,Discover Hidden Gems in Your City,I was expecting something else based on the thumbnail.,69,-0.6,1
VID442,https://img.youtube.com/vi/VID442/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Great content, good representation in the thumbnail.",117,0.85,0
VID443,https://img.youtube.com/vi/VID443/maxresdefault.jpg,Unmasking the Truth About Diets,"Thumbnail is fake, the video is boring.",74,-0.7,1
VID444,https://img.youtube.com/vi/VID444/maxresdefault.jpg,How to Get a Million Views on YouTube,"Great video, just like the thumbnail shows!",113,0.7,0
VID445,https://img.youtube.com/vi/VID445/maxresdefault.jpg,Breaking News! You Won't Believe This,I was expecting something else based on the thumbnail.,93,-0.75,1
VID446,https://img.youtube.com/vi/VID446/maxresdefault.jpg,The Best Life Hacks for 2025!,"No clickbait, just quality information.",89,0.75,0
VID447,https://img.youtube.com/vi/VID447/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,"Thumbnail is fake, the video is boring.",150,-0.7,1
VID448,https://img.youtube.com/vi/VID448/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Real value in this video, thumbnail is genuine.",109,0.75,0
VID449,https://img.youtube.com/vi/VID449/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,Clickbait! The thumbnail is far from what was in the video.,73,-0.75,1
VID450,https://img.youtube.com/vi/VID450/maxresdefault.jpg,The Best Life Hacks for 2025!,"Great video, just like the thumbnail shows!",144,0.85,0
VID451,https://img.youtube.com/vi/VID451/maxresdefault.jpg,How to Get a Million Views on YouTube,"Thumbnail is fake, the video is boring.",39,-0.85,1
VID452,https://img.youtube.com/vi/VID452/maxresdefault.jpg,Unmasking the Truth About Diets,"Great content, good representation in the thumbnail.",75,0.7,0
VID453,https://img.youtube.com/vi/VID453/maxresdefault.jpg,Unbelievable Trick to Make Money!,False advertising with that thumbnail. Fake content.,98,-0.8,1
VID454,https://img.youtube.com/vi/VID454/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Well done, accurate thumbnail!",59,0.75,0
VID455,https://img.youtube.com/vi/VID455/maxresdefault.jpg,How to Get a Million Views on YouTube,"Thumbnail is fake, the video is boring.",70,-0.6,1
VID456,https://img.youtube.com/vi/VID456/maxresdefault.jpg,Unmasking the Truth About Diets,"Exactly what I was looking for, the thumbnail is accurate.",51,0.6,0
VID457,https://img.youtube.com/vi/VID457/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,This video is completely misleading!,69,-0.85,1
VID458,https://img.youtube.com/vi/VID458/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,Good content! Matches the title and thumbnail perfectly.,68,0.8,0
VID459,https://img.youtube.com/vi/VID459/maxresdefault.jpg,Discover Hidden Gems in Your City,I was expecting something else based on the thumbnail.,146,-0.75,1
VID460,https://img.youtube.com/vi/VID460/maxresdefault.jpg,The Best Life Hacks for 2025!,"Informative video, no misleading here.",38,0.7,0
VID461,https://img.youtube.com/vi/VID461/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,False advertising with that thumbnail. Fake content.,108,-0.8,1
VID462,https://img.youtube.com/vi/VID462/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,"Informative video, no misleading here.",140,0.75,0
VID463,https://img.youtube.com/vi/VID463/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,The video does not match the thumbnail at all.,111,-0.75,1
VID464,https://img.youtube.com/vi/VID464/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,"Helpful tutorial, just as promised.",81,0.6,0
VID465,https://img.youtube.com/vi/VID465/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Thumbnail is fake, the video is boring.",71,-0.7,1
VID466,https://img.youtube.com/vi/VID466/maxresdefault.jpg,The Best Life Hacks for 2025!,"Helpful tutorial, just as promised.",105,0.6,0
VID467,https://img.youtube.com/vi/VID467/maxresdefault.jpg,Breaking News! You Won't Believe This,"Nothing like the thumbnail, this is total clickbait.",103,-0.8,1
VID468,https://img.youtube.com/vi/VID468/maxresdefault.jpg,The Best Life Hacks for 2025!,"Well done, accurate thumbnail!",110,0.8,0
VID469,https://img.youtube.com/vi/VID469/maxresdefault.jpg,Discover Hidden Gems in Your City,False advertising with that thumbnail. Fake content.,92,-0.6,1
VID470,https://img.youtube.com/vi/VID470/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Great video, just like the thumbnail shows!",132,0.85,0
VID471,https://img.youtube.com/vi/VID471/maxresdefault.jpg,How to Get a Million Views on YouTube,This video is completely misleading!,69,-0.85,1
VID472,https://img.youtube.com/vi/VID472/maxresdefault.jpg,Unmasking the Truth About Diets,"No clickbait, just quality information.",60,0.7,0
VID473,https://img.youtube.com/vi/VID473/maxresdefault.jpg,How to Get a Million Views on YouTube,"Thumbnail is fake, the video is boring.",102,-0.6,1
VID474,https://img.youtube.com/vi/VID474/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,"Helpful tutorial, just as promised.",131,0.8,0
VID475,https://img.youtube.com/vi/VID475/maxresdefault.jpg,The Best Life Hacks for 2025!,"Total clickbait, dislike and report.",99,-0.8,1
VID476,https://img.youtube.com/vi/VID476/maxresdefault.jpg,How to Get a Million Views on YouTube,"Great video, just like the thumbnail shows!",66,0.75,0
VID477,https://img.youtube.com/vi/VID477/maxresdefault.jpg,Breaking News! You Won't Believe This,"Total clickbait, dislike and report.",54,-0.6,1
VID478,https://img.youtube.com/vi/VID478/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,"Great video, just like the thumbnail shows!",92,0.6,0
VID479,https://img.youtube.com/vi/VID479/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,This video is completely misleading!,97,-0.7,1
VID480,https://img.youtube.com/vi/VID480/maxresdefault.jpg,The Best Life Hacks for 2025!,"Great content, good representation in the thumbnail.",133,0.6,0
VID481,https://img.youtube.com/vi/VID481/maxresdefault.jpg,The Best Life Hacks for 2025!,"Total clickbait, dislike and report.",57,-0.8,1
VID482,https://img.youtube.com/vi/VID482/maxresdefault.jpg,The Best Life Hacks for 2025!,"No clickbait, just quality information.",90,0.85,0
VID483,https://img.youtube.com/vi/VID483/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Thumbnail is fake, the video is boring.",143,-0.85,1
VID484,https://img.youtube.com/vi/VID484/maxresdefault.jpg,How to Get a Million Views on YouTube,"Exactly what I was looking for, the thumbnail is accurate.",30,0.85,0
VID485,https://img.youtube.com/vi/VID485/maxresdefault.jpg,Breaking News! You Won't Believe This,"Total clickbait, dislike and report.",127,-0.7,1
VID486,https://img.youtube.com/vi/VID486/maxresdefault.jpg,Unmasking the Truth About Diets,"Helpful tutorial, just as promised.",42,0.8,0
VID487,https://img.youtube.com/vi/VID487/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,Thumbnails are just misleading to get views.,99,-0.75,1
VID488,https://img.youtube.com/vi/VID488/maxresdefault.jpg,Breaking News! You Won't Believe This,"Helpful tutorial, just as promised.",140,0.75,0
VID489,https://img.youtube.com/vi/VID489/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,"Wasted my time, the thumbnail is a lie.",117,-0.8,1
VID490,https://img.youtube.com/vi/VID490/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,"No clickbait, just quality information.",150,0.85,0
VID491,https://img.youtube.com/vi/VID491/maxresdefault.jpg,The Best Life Hacks for 2025!,"Total clickbait, dislike and report.",137,-0.75,1
VID492,https://img.youtube.com/vi/VID492/maxresdefault.jpg,Unmasking the Truth About Diets,"Well done, accurate thumbnail!",112,0.6,0
VID493,https://img.youtube.com/vi/VID493/maxresdefault.jpg,Breaking News! You Won't Believe This,"Thumbnail is fake, the video is boring.",35,-0.75,1
VID494,https://img.youtube.com/vi/VID494/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Well done, accurate thumbnail!",88,0.75,0
VID495,https://img.youtube.com/vi/VID495/maxresdefault.jpg,How to Get a Million Views on YouTube,"Nothing like the thumbnail, this is total clickbait.",128,-0.7,1
VID496,https://img.youtube.com/vi/VID496/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,"Informative video, no misleading here.",87,0.8,0
VID497,https://img.youtube.com/vi/VID497/maxresdefault.jpg,Discover Hidden Gems in Your City,The video does not match the thumbnail at all.,117,-0.75,1
VID498,https://img.youtube.com/vi/VID498/maxresdefault.jpg,The Best Life Hacks for 2025!,Good content! Matches the title and thumbnail perfectly.,73,0.8,0
VID499,https://img.youtube.com/vi/VID499/maxresdefault.jpg,The Best Life Hacks for 2025!,"Wasted my time, the thumbnail is a lie.",138,-0.75,1
VID500,https://img.youtube.com/vi/VID500/maxresdefault.jpg,The Best Life Hacks for 2025!,"Clear and honest video, no false thumbnails.",130,0.85,0
